cve_mun,ano,n_encuestados,prop_inseguro,n_valido_percepcion,prop_espera_empeorar,n_valido_expectativa,prop_atestiguo_alguno,indice_atestiguo,n_valido_atestiguo,prop_cambio_habito,indice_habito,n_valido_habito
05030,2016,943,0.4596602972399151,942,0.1824973319103522,937,0.6818663838812301,1.7932131495227999,943,0.6553552492046659,1.5557917109458022,941
05030,2017,933,0.41423948220064727,927,0.20636663007683864,911,0.5894962486602358,1.6323687031082532,933,0.5927116827438371,1.3129689174705248,933
05030,2018,932,0.34913793103448276,928,0.12445887445887446,924,0.5847639484978541,1.4833512352309346,931,0.5332618025751072,1.17241379310345,928
05030,2019,932,0.3351235230934479,931,0.1657638136511376,923,0.5740343347639485,1.4313304721030042,932,0.5418454935622318,1.1759656652360522,932
05030,2020,698,0.3022922636103152,698,0.15988372093023256,688,0.5859598853868195,1.60458452722063,698,0.5587392550143266,1.2367288378766144,697
05035,2016,453,0.5641592920353983,452,0.21076233183856502,446,0.7240618101545254,2.0640176600441498,453,0.7726269315673289,1.8824833702882482,451
05035,2017,608,0.5737976782752903,603,0.2440273037542662,586,0.7286184210526315,1.9225700164744646,607,0.5888157894736842,1.2840531561461797,602
05035,2018,618,0.5218800648298217,617,0.18666666666666668,600,0.6796116504854369,1.6418152350081041,617,0.5501618122977346,1.2100977198697065,614
05035,2019,601,0.5225375626043406,599,0.17420435510887772,597,0.653910149750416,1.720465890183028,601,0.6256239600665557,1.3288590604026842,596
05035,2020,451,0.5299334811529933,451,0.17832957110609482,443,0.656319290465632,1.7228381374722834,451,0.614190687361419,1.3037694013303764,451
06002,2013,46,0.6739130434782609,46,0.021739130434782608,46,0.9782608695652174,3,46,0.5869565217391305,0.9130434782608695,46
06002,2014,83,0.5542168674698795,83,0,83,0.9759036144578314,3.240963855421687,83,0.7108433734939759,1.2891566265060241,83
06002,2015,83,0.5783132530120482,83,0.024096385542168676,83,1,3.5180722891566267,83,0.8433734939759037,1.7710843373493976,83
06002,2016,409,0.7677261613691931,409,0.3783783783783784,407,0.8581907090464548,2.589242053789731,409,0.706601466992665,1.6039119804400976,409
06002,2017,367,0.7929155313351499,367,0.37057220708446864,367,0.8065395095367848,2.460490463215259,367,0.6485013623978202,1.6049046321525884,367
06002,2018,273,0.7416974169741697,271,0.26394052044609667,269,0.7912087912087912,2.643382352941176,272,0.7472527472527473,1.8235294117647058,272
06002,2019,314,0.6847133757961783,314,0.255663430420712,309,0.7993630573248408,2.5175718849840254,313,0.6942675159235668,1.5718849840255593,313
06002,2020,249,0.6345381526104418,249,0.37349397590361444,249,0.7309236947791165,2.358870967741935,248,0.6546184738955824,1.6506024096385539,249
06007,2016,809,0.6126237623762376,808,0.36835443037974686,790,0.7737948084054388,2.3535228677379476,809,0.6341161928306551,1.4808405438813363,809
06007,2017,1084,0.7158671586715867,1084,0.4242144177449168,1082,0.7887453874538746,2.3920664206642064,1084,0.6817343173431735,1.6306555863342567,1083
06007,2018,1024,0.705078125,1024,0.2828882294757666,1011,0.73828125,2.1183953033268113,1022,0.708984375,1.773084479371316,1018
06007,2019,1014,0.7357001972386588,1014,0.298,1000,0.7682445759368837,2.2850098619329384,1014,0.6558185404339251,1.5431976166832182,1007
