"NAME_1","NAME_2","year","ndvi_mean"
"Chiapas","Bella Vista",2018,0.752789378166199
"Chiapas","Bella Vista",2019,0.75099515914917
"Chiapas","Bella Vista",2020,0.754198014736176
"Chiapas","Benemérito de las Américas",2010,0.704913318157196
"Chiapas","Benemérito de las Américas",2011,0.722362339496613
"Chiapas","Benemérito de las Américas",2013,0.703924298286438
"Chiapas","Benemérito de las Américas",2014,0.701306641101837
"Chiapas","Benemérito de las Américas",2015,0.70967972278595
"Chiapas","Benemérito de las Américas",2016,0.71471381187439
"Chiapas","Benemérito de las Américas",2017,0.722586691379547
"Chiapas","Benemérito de las Américas",2018,0.738515079021454
"Chiapas","Benemérito de las Américas",2019,0.720441997051239
"Chiapas","Benemérito de las Américas",2020,0.738866627216339
"Chiapas","Berriozábal",2010,0.675897777080536
"Chiapas","Berriozábal",2011,0.688951790332794
"Chiapas","Berriozábal",2013,0.67449027299881
"Chiapas","Berriozábal",2014,0.722146689891815
"Chiapas","Berriozábal",2015,0.710725724697113
"Chiapas","Berriozábal",2016,0.665550708770752
"Chiapas","Berriozábal",2017,0.696590840816498
"Chiapas","Berriozábal",2018,0.697928965091705
"Chiapas","Berriozábal",2019,0.699148714542389
"Chiapas","Berriozábal",2020,0.70690780878067
"Chiapas","Bochil",2010,0.686462223529816
"Chiapas","Bochil",2011,0.68505471944809
"Chiapas","Bochil",2013,0.676829993724823
"Chiapas","Bochil",2014,0.714347302913666
"Chiapas","Bochil",2015,0.715054869651794
"Chiapas","Bochil",2016,0.683764457702637
"Chiapas","Bochil",2017,0.686490714550018
"Chiapas","Bochil",2018,0.702844560146332
"Chiapas","Bochil",2019,0.683880746364594
"Chiapas","Bochil",2020,0.701507091522217
"Chiapas","Cacahoatán",2010,0.732831716537476
"Chiapas","Cacahoatán",2011,0.727732717990875
"Chiapas","Cacahoatán",2013,0.759413361549377
"Chiapas","Cacahoatán",2014,0.770854115486145
"Chiapas","Cacahoatán",2015,0.782011449337006
"Chiapas","Cacahoatán",2016,0.775324106216431
"Chiapas","Cacahoatán",2017,0.776690602302551
"Chiapas","Cacahoatán",2018,0.765497028827667
"Chiapas","Cacahoatán",2019,0.763859868049622
"Chiapas","Cacahoatán",2020,0.779854118824005
"Chiapas","Catazajá",2010,0.650890588760376
"Chiapas","Catazajá",2011,0.634116411209106
"Chiapas","Catazajá",2013,0.634912431240082
"Chiapas","Catazajá",2014,0.633740484714508
"Chiapas","Catazajá",2015,0.647971332073212
"Chiapas","Catazajá",2016,0.671640694141388
"Chiapas","Catazajá",2017,0.655469000339508
"Chiapas","Catazajá",2018,0.647901713848114
"Chiapas","Catazajá",2019,0.67121958732605
"Chiapas","Catazajá",2020,0.660693109035492
"Chiapas","Chalchihuitán",2010,0.78230494260788
"Chiapas","Chalchihuitán",2011,0.765610337257385
"Chiapas","Chalchihuitán",2013,0.785009920597076
"Chiapas","Chalchihuitán",2014,0.79153835773468
"Chiapas","Chalchihuitán",2015,0.798434972763062
"Chiapas","Chalchihuitán",2016,0.783279359340668
"Chiapas","Chalchihuitán",2017,0.773925840854645
"Chiapas","Chalchihuitán",2018,0.788144111633301
"Chiapas","Chalchihuitán",2019,0.772280931472778
"Chiapas","Chalchihuitán",2020,0.783530950546265
"Chiapas","Chamula",2010,0.674055695533752
"Chiapas","Chamula",2011,0.660585701465607
"Chiapas","Chamula",2013,0.696380853652954
"Chiapas","Chamula",2014,0.695018410682678
"Chiapas","Chamula",2015,0.734997570514679
"Chiapas","Chamula",2016,0.712968468666077
"Chiapas","Chamula",2017,0.704134345054626
"Chiapas","Chamula",2018,0.726465165615082
"Chiapas","Chamula",2019,0.729188919067383
"Chiapas","Chamula",2020,0.732682645320892
"Chiapas","Chanal",2010,0.740731298923492
"Chiapas","Chanal",2011,0.722953796386719
"Chiapas","Chanal",2013,0.762386500835419
"Chiapas","Chanal",2014,0.76491767168045
"Chiapas","Chanal",2015,0.780370056629181
"Chiapas","Chanal",2016,0.776134490966797
"Chiapas","Chanal",2017,0.774959564208984
"Chiapas","Chanal",2018,0.783362805843353
"Chiapas","Chanal",2019,0.775579869747162
"Chiapas","Chanal",2020,0.793258011341095
"Chiapas","Chapultenango",2010,0.767717838287354
"Chiapas","Chapultenango",2011,0.735789120197296
"Chiapas","Chapultenango",2013,0.73712807893753
"Chiapas","Chapultenango",2014,0.763742864131927
"Chiapas","Chapultenango",2015,0.779160857200623
"Chiapas","Chapultenango",2016,0.726966440677643
"Chiapas","Chapultenango",2017,0.762687087059021
"Chiapas","Chapultenango",2018,0.757233798503876
"Chiapas","Chapultenango",2019,0.770783364772797
"Chiapas","Chapultenango",2020,0.778340518474579
"Chiapas","Chenalhó",2010,0.757211089134216
"Chiapas","Chenalhó",2011,0.747029185295105
