"ano","cve_mun","delitos"
2019,"07010",0
2020,"07010",0
2021,"07010",2
2022,"07010",1
2023,"07010",1
2024,"07010",1
2025,"07010",0
2011,"07011",0
2012,"07011",7.75472933643772
2013,"07011",8.72407050349243
2014,"07011",4.84670583527357
2015,"07011",7
2016,"07011",0
2017,"07011",1
2018,"07011",0
2019,"07011",1
2020,"07011",1
2021,"07011",3
2022,"07011",2
2023,"07011",0
2024,"07011",1
2025,"07011",0
2011,"07012",9.69341167054715
2012,"07012",6.785388169383
2013,"07012",10.6627528376019
2014,"07012",27.141552677532
2015,"07012",27
2016,"07012",25
2017,"07012",19
2018,"07012",14
2019,"07012",11
2020,"07012",13
2021,"07012",11
2022,"07012",13
2023,"07012",11
2024,"07012",24
2025,"07012",17
2011,"07013",5.81604700232829
2012,"07013",8.72407050349243
2013,"07013",2.90802350116414
2014,"07013",6.785388169383
2015,"07013",11
2016,"07013",7
2017,"07013",3
2018,"07013",5
2019,"07013",8
2020,"07013",2
2021,"07013",2
2022,"07013",6
2023,"07013",3
2024,"07013",3
2025,"07013",3
2011,"07014",0.969341167054715
2012,"07014",1.93868233410943
2013,"07014",0.969341167054715
2014,"07014",1.93868233410943
2015,"07014",4
2016,"07014",2
2017,"07014",1
2018,"07014",3
2019,"07014",0
2020,"07014",3
2021,"07014",0
2022,"07014",0
2023,"07014",0
2024,"07014",0
2025,"07014",1
2011,"07015",2.90802350116414
2012,"07015",7.75472933643772
2013,"07015",4.84670583527357
2014,"07015",11.6320940046566
2015,"07015",10
2016,"07015",15
2017,"07015",10
2018,"07015",10
2019,"07015",8
2020,"07015",8
2021,"07015",7
2022,"07015",9
2023,"07015",9
2024,"07015",14
2025,"07015",9
2011,"07016",6.785388169383
2012,"07016",14.5401175058207
2013,"07016",6.785388169383
2014,"07016",12.6014351717113
2015,"07016",8
2016,"07016",5
2017,"07016",7
2018,"07016",7
2019,"07016",5
2020,"07016",11
2021,"07016",3
2022,"07016",5
2023,"07016",9
2024,"07016",8
2025,"07016",11
2011,"07017",44.5896936845169
2012,"07017",27.141552677532
2013,"07017",24.2335291763679
2014,"07017",28.1108938445867
2015,"07017",22
2016,"07017",23
2017,"07017",23
2018,"07017",19
2019,"07017",15
2020,"07017",27
2021,"07017",30
2022,"07017",21
2023,"07017",20
2024,"07017",22
2025,"07017",16
2011,"07018",0.969341167054715
2012,"07018",0.969341167054715
2013,"07018",2.90802350116414
2014,"07018",0
2015,"07018",2
2016,"07018",0
2017,"07018",0
2018,"07018",1
2019,"07018",0
2020,"07018",3
2021,"07018",1
2022,"07018",1
2023,"07018",3
2024,"07018",1
2025,"07018",0
2011,"07019",65.9151993597206
2012,"07019",65.9151993597206
2013,"07019",68.8232228608847
2014,"07019",79.4859756984866
2015,"07019",70
2016,"07019",51
2017,"07019",43
2018,"07019",34
2019,"07019",39
2020,"07019",32
2021,"07019",43
2022,"07019",30
2023,"07019",33
2024,"07019",27
2025,"07019",22
2011,"07020",4.84670583527357
2012,"07020",3.87736466821886
2013,"07020",11.6320940046566
2014,"07020",7.75472933643772
2015,"07020",10
2016,"07020",10
2017,"07020",12
2018,"07020",7
2019,"07020",6
2020,"07020",4
2021,"07020",1
2022,"07020",10
2023,"07020",12
2024,"07020",14
2025,"07020",9
2011,"07021",4.84670583527357
2012,"07021",3.87736466821886
2013,"07021",0.969341167054715
2014,"07021",4.84670583527357
2015,"07021",2
2016,"07021",2
2017,"07021",2
2018,"07021",0
2019,"07021",1
2020,"07021",0
2021,"07021",4
2022,"07021",3
2023,"07021",4
2024,"07021",4
2025,"07021",0
2011,"07022",2.90802350116414
2012,"07022",3.87736466821886
2013,"07022",1.93868233410943
2014,"07022",4.84670583527357
2015,"07022",2
2016,"07022",5
2017,"07022",3
2018,"07022",2
2019,"07022",5
2020,"07022",2
2021,"07022",2
2022,"07022",0
2023,"07022",2
2024,"07022",0
2025,"07022",3
2011,"07023",16.4787998399302
2012,"07023",11.6320940046566
2013,"07023",8.72407050349243
2014,"07023",5.81604700232829
2015,"07023",12
2016,"07023",7
2017,"07023",6
2018,"07023",12
2019,"07023",9
2020,"07023",12
2021,"07023",7
2022,"07023",2
2023,"07023",1
2024,"07023",3
2025,"07023",3
2011,"07024",1.93868233410943
2012,"07024",8.72407050349243
2013,"07024",4.84670583527357
2014,"07024",4.84670583527357
2015,"07024",2
2016,"07024",5
2017,"07024",1
2018,"07024",4
2019,"07024",2
2020,"07024",4
2021,"07024",4
2022,"07024",3
2023,"07024",1
2024,"07024",2
2025,"07024",1
2011,"07025",2.90802350116414
2012,"07025",1.93868233410943
2013,"07025",0
2014,"07025",3.87736466821886
2015,"07025",2
2016,"07025",2
2017,"07025",0
2018,"07025",1
2019,"07025",0
2020,"07025",2
2021,"07025",0
2022,"07025",0
2023,"07025",1
2024,"07025",0
2025,"07025",0
2011,"07026",17.4481410069849
2012,"07026",11.6320940046566
2013,"07026",11.6320940046566
2014,"07026",7.75472933643772
2015,"07026",7
2016,"07026",8
2017,"07026",7
2018,"07026",8
2019,"07026",6
2020,"07026",5
2021,"07026",1
2022,"07026",5
2023,"07026",3
2024,"07026",5
2025,"07026",6
2011,"07027",33.926940846915
2012,"07027",31.9882585128056
2013,"07027",35.8656231810244
2014,"07027",42.6510113504075
2015,"07027",49
2016,"07027",64
2017,"07027",38
2018,"07027",36
2019,"07027",32
2020,"07027",24
2021,"07027",36
2022,"07027",32
2023,"07027",38
2024,"07027",54
2025,"07027",26
2011,"07028",0
2012,"07028",0.969341167054715
2013,"07028",0
2014,"07028",0
2015,"07028",1
2016,"07028",0
2017,"07028",1
2018,"07028",0
2019,"07028",0
2020,"07028",1
2021,"07028",0
2022,"07028",0
2023,"07028",2
2024,"07028",0
2025,"07028",0
2011,"07029",0
2012,"07029",0
2013,"07029",3.87736466821886
2014,"07029",0.969341167054715
2015,"07029",2
2016,"07029",4
2017,"07029",3
2018,"07029",4
2019,"07029",1
2020,"07029",0
2021,"07029",0
2022,"07029",0
2023,"07029",0
2024,"07029",3
2025,"07029",0
2011,"07030",3.87736466821886
2012,"07030",5.81604700232829
2013,"07030",9.69341167054715
2014,"07030",5.81604700232829
2015,"07030",5
2016,"07030",5
2017,"07030",10
2018,"07030",4
2019,"07030",5
2020,"07030",5
2021,"07030",6
2022,"07030",1
2023,"07030",1
2024,"07030",7
2025,"07030",2
2011,"07031",39.7429878492433
2012,"07031",31.9882585128056
2013,"07031",33.926940846915
2014,"07031",28.1108938445867
2015,"07031",20
2016,"07031",15
2017,"07031",13
2018,"07031",13
2019,"07031",13
2020,"07031",16
2021,"07031",21
2022,"07031",22
2023,"07031",19
2024,"07031",24
2025,"07031",22
2011,"07032",23.2641880093132
2012,"07032",19.3868233410943
2013,"07032",6.785388169383
2014,"07032",9.69341167054715
2015,"07032",15
2016,"07032",19
2017,"07032",14
2018,"07032",13
2019,"07032",9
2020,"07032",11
2021,"07032",14
2022,"07032",11
2023,"07032",10
2024,"07032",10
2025,"07032",19
2011,"07033",4.84670583527357
2012,"07033",0.969341167054715
2013,"07033",0
2014,"07033",1.93868233410943
2015,"07033",0
2016,"07033",0
2017,"07033",0
2018,"07033",0
2019,"07033",0
2020,"07033",2
2021,"07033",3
2022,"07033",1
2023,"07033",0
2024,"07033",0
2025,"07033",1
2011,"07034",10.6627528376019
2012,"07034",12.6014351717113
2013,"07034",31.9882585128056
2014,"07034",27.141552677532
2015,"07034",25
2016,"07034",17
2017,"07034",17
2018,"07034",18
2019,"07034",16
2020,"07034",20
2021,"07034",14
2022,"07034",16
2023,"07034",10
2024,"07034",2
2025,"07034",21
2011,"07035",8.72407050349243
2012,"07035",4.84670583527357
2013,"07035",6.785388169383
2014,"07035",2.90802350116414
2015,"07035",8
2016,"07035",8
2017,"07035",5
2018,"07035",10
2019,"07035",3
2020,"07035",9
2021,"07035",6
2022,"07035",5
2023,"07035",10
2024,"07035",10
2025,"07035",5
2011,"07036",0
2012,"07036",0.969341167054715
2013,"07036",0.969341167054715
2014,"07036",0.969341167054715
2015,"07036",0
2016,"07036",1
2017,"07036",0
2018,"07036",0
2019,"07036",1
2020,"07036",2
2021,"07036",1
2022,"07036",0
2023,"07036",0
2024,"07036",0
2025,"07036",0
2011,"07037",14.5401175058207
2012,"07037",4.84670583527357
2013,"07037",4.84670583527357
2014,"07037",12.6014351717113
2015,"07037",6
2016,"07037",8
2017,"07037",12
2018,"07037",9
2019,"07037",18
2020,"07037",8
2021,"07037",10
2022,"07037",6
2023,"07037",12
2024,"07037",27
2025,"07037",20
2011,"07038",4.84670583527357
2012,"07038",4.84670583527357
2013,"07038",0.969341167054715
2014,"07038",2.90802350116414
2015,"07038",4
2016,"07038",5
2017,"07038",1
2018,"07038",3
2019,"07038",3
2020,"07038",1
2021,"07038",2
2022,"07038",2
2023,"07038",1
2024,"07038",2
2025,"07038",0
2011,"07039",5.81604700232829
2012,"07039",6.785388169383
2013,"07039",3.87736466821886
2014,"07039",4.84670583527357
2015,"07039",8
2016,"07039",3
2017,"07039",1
2018,"07039",1
2019,"07039",2
2020,"07039",4
2021,"07039",0
2022,"07039",3
2023,"07039",3
2024,"07039",0
2025,"07039",0
2011,"07040",34.8962820139697
2012,"07040",30.0495761786962
2013,"07040",35.8656231810244
2014,"07040",39.7429878492433
2015,"07040",41
2016,"07040",19
2017,"07040",25
2018,"07040",22
2019,"07040",16
2020,"07040",21
2021,"07040",18
2022,"07040",25
2023,"07040",31
2024,"07040",32
2025,"07040",28
2011,"07041",0
2012,"07041",3.87736466821886
2013,"07041",5.81604700232829
2014,"07041",0
2015,"07041",0
2016,"07041",3
2017,"07041",1
2018,"07041",0
2019,"07041",1
2020,"07041",2
2021,"07041",1
2022,"07041",1
2023,"07041",0
2024,"07041",0
2025,"07041",3
2011,"07042",3.87736466821886
2012,"07042",2.90802350116414
2013,"07042",0
2014,"07042",2.90802350116414
2015,"07042",3
2016,"07042",1
2017,"07042",2
2018,"07042",2
2019,"07042",2
2020,"07042",5
2021,"07042",10
2022,"07042",3
2023,"07042",1
2024,"07042",5
2025,"07042",0
2011,"07043",4.84670583527357
2012,"07043",0
2013,"07043",1.93868233410943
2014,"07043",1.93868233410943
2015,"07043",4
2016,"07043",1
2017,"07043",1
2018,"07043",2
2019,"07043",3
2020,"07043",1
2021,"07043",0
2022,"07043",5
2023,"07043",1
2024,"07043",1
2025,"07043",3
2011,"07044",5.81604700232829
2012,"07044",0.969341167054715
2013,"07044",0
2014,"07044",1.93868233410943
2015,"07044",2
2016,"07044",2
2017,"07044",1
2018,"07044",1
2019,"07044",1
2020,"07044",0
2021,"07044",0
2022,"07044",1
2023,"07044",3
2024,"07044",3
2025,"07044",4
2011,"07045",0
2012,"07045",0
2013,"07045",1.93868233410943
2014,"07045",0.969341167054715
2015,"07045",1
2016,"07045",1
2017,"07045",0
2018,"07045",1
2019,"07045",1
2020,"07045",0
2021,"07045",2
2022,"07045",0
2023,"07045",0
2024,"07045",3
2025,"07045",0
2011,"07046",19.3868233410943
2012,"07046",6.785388169383
2013,"07046",10.6627528376019
2014,"07046",14.5401175058207
2015,"07046",16
2016,"07046",8
2017,"07046",13
2018,"07046",13
2019,"07046",9
2020,"07046",6
2021,"07046",17
2022,"07046",14
2023,"07046",11
2024,"07046",14
2025,"07046",14
2011,"07047",0.969341167054715
2012,"07047",3.87736466821886
2013,"07047",1.93868233410943
2014,"07047",3.87736466821886
2015,"07047",2
2016,"07047",6
2017,"07047",1
2018,"07047",2
2019,"07047",2
2020,"07047",4
2021,"07047",1
2022,"07047",2
2023,"07047",1
2024,"07047",3
2025,"07047",2
2011,"07048",5.81604700232829
2012,"07048",6.785388169383
2013,"07048",10.6627528376019
2014,"07048",8.72407050349243
2015,"07048",8
2016,"07048",13
2017,"07048",5
2018,"07048",1
2019,"07048",6
2020,"07048",7
2021,"07048",9
2022,"07048",3
2023,"07048",6
2024,"07048",7
2025,"07048",6
2011,"07049",6.785388169383
2012,"07049",2.90802350116414
2013,"07049",5.81604700232829
2014,"07049",5.81604700232829
2015,"07049",2
2016,"07049",5
2017,"07049",3
2018,"07049",3
2019,"07049",0
2020,"07049",6
2021,"07049",1
2022,"07049",0
2023,"07049",0
2024,"07049",1
2025,"07049",0
2011,"07050",0.969341167054715
2012,"07050",0
2013,"07050",0.969341167054715
2014,"07050",0.969341167054715
2015,"07050",0
2016,"07050",0
2017,"07050",2
2018,"07050",2
2019,"07050",1
2020,"07050",1
2021,"07050",1
2022,"07050",2
2023,"07050",1
2024,"07050",0
2025,"07050",1
2011,"07051",26.1722115104773
2012,"07051",19.3868233410943
2013,"07051",20.356164508149
2014,"07051",27.141552677532
2015,"07051",24
2016,"07051",26
2017,"07051",20
2018,"07051",28
2019,"07051",19
2020,"07051",22
2021,"07051",26
2022,"07051",34
2023,"07051",20
2024,"07051",32
2025,"07051",27
2011,"07052",12.6014351717113
2012,"07052",18.4174821740396
2013,"07052",28.1108938445867
2014,"07052",17.4481410069849
2015,"07052",13
2016,"07052",21
2017,"07052",13
2018,"07052",8
2019,"07052",10
2020,"07052",9
2021,"07052",14
2022,"07052",8
2023,"07052",2
2024,"07052",10
2025,"07052",3
2011,"07053",0
2012,"07053",0
2013,"07053",1.93868233410943
2014,"07053",0.969341167054715
2015,"07053",0
2016,"07053",0
2017,"07053",0
2018,"07053",1
2019,"07053",1
2020,"07053",1
2021,"07053",1
2022,"07053",0
2023,"07053",2
2024,"07053",1
2025,"07053",1
2011,"07054",11.6320940046566
2012,"07054",5.81604700232829
2013,"07054",15.5094586728754
2014,"07054",9.69341167054715
2015,"07054",8
2016,"07054",15
2017,"07054",13
2018,"07054",4
2019,"07054",9
2020,"07054",16
2021,"07054",19
2022,"07054",13
2023,"07054",12
2024,"07054",10
2025,"07054",15
2011,"07055",2.90802350116414
2012,"07055",6.785388169383
2013,"07055",1.93868233410943
2014,"07055",1.93868233410943
2015,"07055",2
2016,"07055",2
2017,"07055",2
2018,"07055",5
2019,"07055",3
2020,"07055",2
2021,"07055",3
2022,"07055",5
2023,"07055",1
2024,"07055",7
2025,"07055",4
2011,"07056",4.84670583527357
2012,"07056",2.90802350116414
2013,"07056",0.969341167054715
2014,"07056",1.93868233410943
2015,"07056",0
2016,"07056",0
2017,"07056",0
2018,"07056",1
2019,"07056",0
2020,"07056",0
2021,"07056",1
2022,"07056",0
2023,"07056",0
2024,"07056",0
2025,"07056",0
2011,"07057",5.81604700232829
2012,"07057",7.75472933643772
2013,"07057",27.141552677532
2014,"07057",7.75472933643772
2015,"07057",20
2016,"07057",7
2017,"07057",15
2018,"07057",8
2019,"07057",11
2020,"07057",8
2021,"07057",11
2022,"07057",11
2023,"07057",8
2024,"07057",7
2025,"07057",14
2011,"07058",0.969341167054715
2012,"07058",0
2013,"07058",0.969341167054715
2014,"07058",0
2015,"07058",0
2016,"07058",0
2017,"07058",1
2018,"07058",0
2019,"07058",0
2020,"07058",0
2021,"07058",0
2022,"07058",0
2023,"07058",1
2024,"07058",0
2025,"07058",1
2011,"07059",41.6816701833527
2012,"07059",33.926940846915
2013,"07059",46.5283760186263
2014,"07059",33.926940846915
2015,"07059",32
2016,"07059",33
2017,"07059",33
2018,"07059",26
2019,"07059",35
2020,"07059",33
2021,"07059",27
2022,"07059",24
2023,"07059",41
2024,"07059",31
2025,"07059",24
2011,"07060",0.969341167054715
2012,"07060",1.93868233410943
2013,"07060",1.93868233410943
2014,"07060",1.93868233410943
2015,"07060",2
2016,"07060",3
2017,"07060",0
2018,"07060",1
2019,"07060",2
2020,"07060",1
2021,"07060",5
2022,"07060",0
2023,"07060",2
2024,"07060",1
2025,"07060",0
2011,"07061",37.8043055151339
2012,"07061",31.0189173457509
2013,"07061",38.7736466821886
2014,"07061",26.1722115104773
2015,"07061",36
2016,"07061",32
2017,"07061",26
2018,"07061",32
2019,"07061",26
2020,"07061",22
2021,"07061",28
2022,"07061",26
2023,"07061",55
2024,"07061",47
2025,"07061",32
2011,"07062",5.81604700232829
2012,"07062",2.90802350116414
2013,"07062",4.84670583527357
2014,"07062",5.81604700232829
2015,"07062",10
2016,"07062",7
2017,"07062",3
2018,"07062",7
2019,"07062",6
2020,"07062",8
2021,"07062",3
2022,"07062",4
2023,"07062",4
2024,"07062",5
2025,"07062",3
2011,"07063",0
2012,"07063",0.969341167054715
2013,"07063",0.969341167054715
2014,"07063",0.969341167054715
2015,"07063",0
2016,"07063",0
2017,"07063",0
2018,"07063",1
2019,"07063",2
2020,"07063",1
2021,"07063",0
2022,"07063",0
2023,"07063",0
2024,"07063",1
2025,"07063",1
2011,"07064",9.69341167054715
2012,"07064",15.5094586728754
2013,"07064",8.72407050349243
2014,"07064",8.72407050349243
2015,"07064",9
2016,"07064",5
2017,"07064",6
2018,"07064",8
2019,"07064",4
2020,"07064",3
2021,"07064",4
2022,"07064",4
2023,"07064",6
2024,"07064",2
2025,"07064",3
2011,"07065",58.1604700232829
2012,"07065",46.5283760186263
2013,"07065",34.8962820139697
2014,"07065",36.8349643480792
2015,"07065",45
2016,"07065",47
2017,"07065",37
2018,"07065",45
2019,"07065",48
2020,"07065",24
2021,"07065",35
2022,"07065",43
2023,"07065",40
2024,"07065",41
2025,"07065",25
2011,"07066",11.6320940046566
2012,"07066",7.75472933643772
2013,"07066",14.5401175058207
2014,"07066",4.84670583527357
2015,"07066",12
2016,"07066",10
2017,"07066",14
2018,"07066",9
2019,"07066",8
2020,"07066",5
2021,"07066",6
2022,"07066",0
2023,"07066",8
2024,"07066",15
2025,"07066",1
2011,"07067",3.87736466821886
2012,"07067",0.969341167054715
2013,"07067",1.93868233410943
2014,"07067",3.87736466821886
2015,"07067",2
2016,"07067",1
2017,"07067",1
2018,"07067",0
2019,"07067",0
2020,"07067",0
2021,"07067",0
2022,"07067",1
2023,"07067",1
2024,"07067",0
2025,"07067",1
2011,"07068",18.4174821740396
2012,"07068",11.6320940046566
2013,"07068",12.6014351717113
2014,"07068",11.6320940046566
2015,"07068",20
2016,"07068",14
2017,"07068",5
2018,"07068",6
2019,"07068",14
2020,"07068",8
2021,"07068",14
2022,"07068",9
2023,"07068",13
2024,"07068",10
2025,"07068",8
2011,"07069",19.3868233410943
2012,"07069",16.4787998399302
2013,"07069",12.6014351717113
2014,"07069",13.570776338766
2015,"07069",24
2016,"07069",21
2017,"07069",22
2018,"07069",21
2019,"07069",22
2020,"07069",21
2021,"07069",20
2022,"07069",15
2023,"07069",20
2024,"07069",28
2025,"07069",24
2011,"07070",1.93868233410943
2012,"07070",6.785388169383
2013,"07070",7.75472933643772
2014,"07070",4.84670583527357
2015,"07070",2
2016,"07070",1
2017,"07070",0
2018,"07070",2
2019,"07070",2
2020,"07070",3
2021,"07070",0
2022,"07070",0
2023,"07070",1
2024,"07070",2
2025,"07070",0
2011,"07071",10.6627528376019
2012,"07071",12.6014351717113
2013,"07071",8.72407050349243
2014,"07071",10.6627528376019
2015,"07071",9
2016,"07071",6
2017,"07071",8
2018,"07071",11
2019,"07071",10
2020,"07071",13
2021,"07071",15
2022,"07071",8
2023,"07071",13
2024,"07071",9
2025,"07071",16
2011,"07072",10.6627528376019
2012,"07072",15.5094586728754
2013,"07072",11.6320940046566
2014,"07072",17.4481410069849
2015,"07072",29
2016,"07072",11
2017,"07072",11
2018,"07072",5
2019,"07072",11
2020,"07072",4
2021,"07072",6
2022,"07072",10
2023,"07072",6
2024,"07072",11
2025,"07072",9
2011,"07073",5.81604700232829
2012,"07073",1.93868233410943
2013,"07073",0.969341167054715
2014,"07073",2.90802350116414
2015,"07073",6
2016,"07073",0
2017,"07073",0
2018,"07073",3
2019,"07073",0
2020,"07073",1
2021,"07073",2
2022,"07073",2
2023,"07073",1
2024,"07073",1
2025,"07073",2
2011,"07074",13.570776338766
2012,"07074",19.3868233410943
2013,"07074",13.570776338766
2014,"07074",20.356164508149
2015,"07074",20
2016,"07074",22
2017,"07074",15
2018,"07074",8
2019,"07074",13
2020,"07074",13
2021,"07074",18
2022,"07074",9
2023,"07074",25
2024,"07074",16
2025,"07074",13
2011,"07075",10.6627528376019
2012,"07075",24.2335291763679
2013,"07075",6.785388169383
2014,"07075",5.81604700232829
2015,"07075",1
2016,"07075",2
2017,"07075",2
2018,"07075",1
2019,"07075",2
2020,"07075",2
2021,"07075",4
2022,"07075",2
2023,"07075",3
2024,"07075",1
2025,"07075",3
2011,"07076",9.69341167054715
2012,"07076",10.6627528376019
2013,"07076",5.81604700232829
2014,"07076",3.87736466821886
2015,"07076",14
2016,"07076",4
2017,"07076",7
2018,"07076",3
2019,"07076",2
2020,"07076",5
2021,"07076",3
2022,"07076",5
2023,"07076",2
2024,"07076",1
2025,"07076",4
2011,"07077",7.75472933643772
2012,"07077",4.84670583527357
2013,"07077",4.84670583527357
2014,"07077",1.93868233410943
2015,"07077",4
2016,"07077",0
2017,"07077",0
2018,"07077",6
2019,"07077",4
2020,"07077",4
2021,"07077",5
2022,"07077",5
2023,"07077",4
2024,"07077",5
2025,"07077",1
2011,"07078",72.7005875291036
2012,"07078",90.1487285360885
2013,"07078",68.8232228608847
2014,"07078",77.5472933643772
2015,"07078",60
2016,"07078",42
2017,"07078",46
2018,"07078",42
2019,"07078",34
2020,"07078",32
2021,"07078",31
2022,"07078",35
2023,"07078",42
2024,"07078",36
2025,"07078",28
2011,"07079",5.81604700232829
2012,"07079",7.75472933643772
2013,"07079",12.6014351717113
2014,"07079",5.81604700232829
